salpwtrain	salpws	salaries	Salaries related to poll workers (including early voting locations)	Poll worker training in-house	Scheduling and conducting poll worker training by in-house staff.
salpwpay	salpws	salaries	Salaries related to poll workers (including early voting locations)	Poll worker payroll processing in-house	Processing poll worker payroll by in-house staff.
salpwoth	salpws	salaries	Salaries related to poll workers (including early voting locations)	Other 	Other in-house labor related to poll workers, such as: poll worker assignment and coordination, poll worker manual update, arranging for training facilities/equipment/supplies, poll worker evaluation, etc.
salpwpsrp	salpws	salaries	Salaries related to poll workers (including early voting locations)	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwpsop	salpws	salaries	Salaries related to poll workers (including early voting locations)	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwtsrp	salpws	salaries	Salaries related to poll workers (including early voting locations)	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwrtsop	salpws	salaries	Salaries related to poll workers (including early voting locations)	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwbeps	salpws	salaries	Salaries related to poll workers (including early voting locations)	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.  
salpwbepsp	salpws	salaries	Salaries related to poll workers (including early voting locations)	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.  
salpwbets	salpws	salaries	Salaries related to poll workers (including early voting locations)	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.  
salpwbetsp	salpws	salaries	Salaries related to poll workers (including early voting locations)	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.  
salpwhrsps	salpws	salaries	Salaries related to poll workers (including early voting locations)	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwhrsts	salpws	salaries	Salaries related to poll workers (including early voting locations)	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to poll workers, including poll worker recruitment, development of poll worker training, poll worker training, poll worker payroll processing, and other.
salpwhcomment	salpws	salaries	Salaries related to poll workers (including early voting locations)	General Comments & Concerns about this section	General Comments & Concerns about this section
salvbmoutr	salvbms	salaries	Salaries related to VBM	Outreach activities	Outreach activities related to VBM and performed by in-house staff.
salvbmappro	salvbms	salaries	Salaries related to VBM	VBM application processing	In-house data entry of VBM applications, including permanent VBM. 
salvbmuoapp	salvbms	salaries	Salaries related to VBM	Military/oversees application processing	Data entry of military/oversees applications and updates performed by in-house staff.
salvbmproces	salvbms	salaries	Salaries related to VBM	Processing VBM ballots	Processing VBM ballots by in-house staff includes: VBM packets preparation, returned ballots processing, signature check, tally prep, ballot error activities, etc.
salvbmoth	salvbms	salaries	Salaries related to VBM	Other 	Other in-house labor related to VBM, such as: designing and printing forms, ballot on demand activities, data entry of returned VBM ballots, quality control, arrangements with mail processing services, phone assistance, SB90 claim compilation, etc. 
salvbmpsrp	salvbms	salaries	Salaries related to VBM	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmpsop	salvbms	salaries	Salaries related to VBM	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmtsrp	salvbms	salaries	Salaries related to VBM	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmtsop	salvbms	salaries	Salaries related to VBM	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmbeps	salvbms	salaries	Salaries related to VBM	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.  
salvbmbepsp	salvbms	salaries	Salaries related to VBM	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other. 
salvbmbets	salvbms	salaries	Salaries related to VBM	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.  
salvbmbetsp	salvbms	salaries	Salaries related to VBM	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other. 
salvbmhrsps	salvbms	salaries	Salaries related to VBM	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmhrsts	salvbms	salaries	Salaries related to VBM	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to VBM, including VBM outreach activities, VBM application processing, military/oversees application processing, coordinating with USPS, processing VBM ballots and other.
salvbmcomment	salvbms	salaries	Salaries related to VBM	General Comments & Concerns about this section	General Comments & Concerns about this section
salbcnvbmp	salbcs	salaries	Salaries related to ballot counting	Counting ballots - exclude VBM and provisional	Costs to count ballots by in-house staff. Exclude counting VBM and provisional ballots.
salbcvbm	salbcs	salaries	Salaries related to ballot counting	Counting VBM ballots 	Costs to count VBM ballots by in-house staff.
salbcprov	salbcs	salaries	Salaries related to ballot counting	Counting provisional ballots	Costs to count provisional ballots by in-house staff.
salbcprocpb	salbcs	salaries	Salaries related to ballot counting	Processing provisional ballots	In-house staff cost to process provisional ballots (researching voter records, remaking ballots onto the correct ballot type), include reports to SOS.
salbccanvdb	salbcs	salaries	Salaries related to ballot counting	Duplicating ballots	In-house staff costs to duplicate any military/overseas ballot or any other ballot that cannot be accurately read by the tally machine due to rips, tears, smudges, etc. 
salbccanvone	salbcs	salaries	Salaries related to ballot counting	1% manual tally	Costs to perform 1% manual tally by in-house staff.
salbccanvdre	salbcs	salaries	Salaries related to ballot counting	DRE manual tally	Costs to perform RE manual tally by in-house staff.
salbccanvpa	salbcs	salaries	Salaries related to ballot counting	Precinct audit	In-house staff costs to perform precinct audit (reconcile the ballots cast to the number of signatures on the roster at each precinct; reconcile the number of paper ballots returned (voted, unvoted, provisional and spoiled) from a precinct versus the number that were sent, etc).
salbccanvsa	salbcs	salaries	Salaries related to ballot counting	Seal audit	In-house staff costs to perform seal audit (verify that the seals that were assigned to a specific piece of equipment sent to a specific precinct are accurate and that a proper chain of custody is in place for each of the seals).
salbccanvva	salbcs	salaries	Salaries related to ballot counting	VBM audit 	In-house staff costs to perform VBM audit (verify that the number of VBMs tallied equals the number of VBM ballots returned as good).
salbccanvoth	salbcs	salaries	Salaries related to ballot counting	Other canvass tasks	In-house staff costs of all other canvass tasks, such as precinct supply review, precinct voter history processing, transport bag review, write-in tally, equipment incident report, statement of vote, etc.
salbcsec	salbcs	salaries	Salaries related to ballot counting	Security	Costs for in-house security.
sabcoth	salbcs	salaries	Salaries related to ballot counting	Other 	Logic and other testing, arrangements for additional help/vendor support/facilities, purchasing necessary supplies, and other tasks related to ballot counting and performed by in-house staff.
salbcpsrp	salbcs	salaries	Salaries related to ballot counting	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbcpsop	salbcs	salaries	Salaries related to ballot counting	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbctsrp	salbcs	salaries	Salaries related to ballot counting	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbctsop	salbcs	salaries	Salaries related to ballot counting	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbcbeps	salbcs	salaries	Salaries related to ballot counting	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.  
salbcbepsp	salbcs	salaries	Salaries related to ballot counting	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other. 
salbcbets	salbcs	salaries	Salaries related to ballot counting	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.  
salbcbetsp	salbcs	salaries	Salaries related to ballot counting	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other. 
salbchrsps	salbcs	salaries	Salaries related to ballot counting	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbchrsts	salbcs	salaries	Salaries related to ballot counting	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to ballot counting, including counting ballots in-house, automatic/manual/other recounts, canvss/1% hand count/audit, ballot counting security and other.
salbccomment	salbcs	salaries	Salaries related to ballot counting	General Comments & Concerns about this section	General Comments & Concerns about this section
salcanprep	salcans	salaries	Salaries related to candidates	Preparation of candidate guide and forms	Preparation of candidate guide and forms by in-house staff.
salcanproc	salcans	salaries	Salaries related to candidates	Processing candidates	Processing candidates by In-house staff, including processing candidate filings, preparation/proof of candidate statements, issuing/receiving candidate nomination papers and verifying signatures, processing campaign disclosure statements, etc.
slacanoth	salcans	salaries	Salaries related to candidates	Other 	Other in-house labor related to candidates, including preparation and training for candidate filing, preparation of candidate related legal notices, etc.
salcanpsrp	salcans	salaries	Salaries related to candidates	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcanpsop	salcans	salaries	Salaries related to candidates	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcantsrp	salcans	salaries	Salaries related to candidates	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcantsop	salcans	salaries	Salaries related to candidates	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcanbeps	salcans	salaries	Salaries related to candidates	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other. 
salcanbepsp	salcans	salaries	Salaries related to candidates	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other. 
salcanbets	salcans	salaries	Salaries related to candidates	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other. 
salcanbetsp	salcans	salaries	Salaries related to candidates	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other. 
salcanhrsps	salcans	salaries	Salaries related to candidates	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcanhrsts	salcans	salaries	Salaries related to candidates	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to the candidates, including preparation of candidate guide and forms, processing candidates, and other.
salcancomment	salcans	salaries	Salaries related to candidates	General Comments & Concerns about this section	General Comments & Concerns about this section
salmedprep	salmeds	salaries	Salaries related to media	Preparation of press releases and legal notices	Preparation of press releases by in-house staff to inform about nomination paper deadlines, voter registration deadlines, early voting option, the date of election and when the polls will be open, rules and laws regarding  media at polling places on Election Day and exit polling, a list of candidates and measures on the ballot, sample ballot, etc.
salmedhandl	salmeds	salaries	Salaries related to media	Handling of media inquiries	Handling of media inquiries by in-house staff.
salmedcampm	salmeds	salaries	Salaries related to media	Media campaign - multilingual	In-house staff costs to run a multilingual media campaign.
salmedpsrp	salmeds	salaries	Salaries related to media	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedpsop	salmeds	salaries	Salaries related to media	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedtsrp	salmeds	salaries	Salaries related to media	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedtsop	salmeds	salaries	Salaries related to media	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedbeps	salmeds	salaries	Salaries related to media	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other. 
salmedbepsp	salmeds	salaries	Salaries related to media	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other. 
salmedbets	salmeds	salaries	Salaries related to media	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other. 
salmedbetsp	salmeds	salaries	Salaries related to media	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other. 
salmedhrsps	salmeds	salaries	Salaries related to media	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedhrsts	salmeds	salaries	Salaries related to media	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to the media, including preparation of press releases and legal notices, handling of media inquiries, and other.
salmedcomment	salmeds	salaries	Salaries related to media	General Comments & Concerns about this section	General Comments & Concerns about this section
saldojomc	saldojos	salaries	Salaries related to DOJ and other stakeholders	Meeting and coordination	Meeting and coordination with DOJ and other stakeholders by in-house staff.
saldojopsrp	saldojos	salaries	Salaries related to DOJ and other stakeholders	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojopsop	saldojos	salaries	Salaries related to DOJ and other stakeholders	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojotsrp	saldojos	salaries	Salaries related to DOJ and other stakeholders	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojotsop	saldojos	salaries	Salaries related to DOJ and other stakeholders	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojobeps	saldojos	salaries	Salaries related to DOJ and other stakeholders	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojobepsp	saldojos	salaries	Salaries related to DOJ and other stakeholders	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojobets	saldojos	salaries	Salaries related to DOJ and other stakeholders	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojobetsp	saldojos	salaries	Salaries related to DOJ and other stakeholders	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojohrsps	saldojos	salaries	Salaries related to DOJ and other stakeholders	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojohrsts	saldojos	salaries	Salaries related to DOJ and other stakeholders	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to the DOJ and other stakeholders, including meetings and coordination. 
saldojocomment	saldojos	salaries	Salaries related to DOJ and other stakeholders	General Comments & Concerns about this section	General Comments & Concerns about this section
salothvoed	saloths	salaries	Salaries for other election activities	Voter education & outreach - exclude multilingual	Voter education and outreach performed by in-house staff in high schools, at community events, etc. Exclude multilingual.
salothvoedm	saloths	salaries	Salaries for other election activities	Voter education & outreach - multilingual only	Voter education and outreach performed by in-house staff in high schools, at community events, etc. Multilingual only. Include in-house translation.
salothvore	saloths	salaries	Salaries for other election activities	Voter registration	Voter registration performed by in-house staff includes processing new registrations, updating existing voter information, maintaining voter registration affidavits, provisional ballot research, etc. Exclude provisional voters.
salothvorepr	saloths	salaries	Salaries for other election activities	Voter registration - provisional voters only	In-house staff costs to maintain the provisional voter rolls, include cost to follow up with voter registration cards, answer voter questions, process new registrations, update existing voter information, etc.
salothelcal	saloths	salaries	Salaries for other election activities	Preparation of detailed election calendar of events	Preparation of detailed election calendar of events by in-house staff.
salothstind	saloths	salaries	Salaries for other election activities	Preparation of street indexes	Preparation of street indexes by in-house staff.
salothvoros	saloths	salaries	Salaries for other election activities	Preparation of voter rosters	Preparation of voter rosters by in-house staff.
salothrevm	saloths	salaries	Salaries for other election activities	Reviewers - multilingual	In-house staff costs to proof multilingual materials (printed materials such as instructions); to review the multilingual sample ballots and/or ballots including those on the touch screen (written and audio components); to verify that recruited staff speak the required languages with a certain level of competency; etc.
salothhotm	saloths	salaries	Salaries for other election activities	Hotline - multilingual 	In-house staff costs to operate a multilingual hotline. 
salothdatam	saloths	salaries	Salaries for other election activities	Data mining	In-house staff costs to match surnames to the registration file, to figure out which ethnic/language group someone may belong to, etc.
salother	saloths	salaries	Salaries for other election activities	Other 	Other election activities performed by in-house labor, such as: website updating & maintenance, it administration, phone bank operation, recruitment and training of collection centers/workers, warehouse administration, etc. 
salothpsrp	saloths	salaries	Salaries for other election activities	Salaries Permanent staff Regular pay	Permanent staff regular pay for performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
